alunos_ativos,adesao,taxa_de_leitura,qtd_msgs_enviadas_por_aluno_por_dia,meses,churn
394,0.9962417554032,0.8736936178096,3.76,80,0
780,0.99961200670044,0.768023,10.69,80,0
568,0.99026,0.812685052,8.24,80,0
486,0.9931450376159803,0.801048,9.42,76,0
487,0.993357447045029,0.9162120167087,6.1,76,0
428,1,0.7906615069084,4.37,79,0
455,0.995043,0.86704011,6.25,79,0
627,0.9996013420025,0.834683093,10.94,76,0
782,0.9999831092,0.830032169602,4.93,75,0
732,1,0.8701440749910081,4.14,76,0
436,1,0.906578011,5.65,76,0
416,0.99782941493042,0.77,13.88,76,0
503,0.99994804380036,0.7780986369569074,16.26,76,0
364,1,0.78,8.25,75,0
636,0.9997097,0.87,5.04,76,0
1353,0.9963110304204404,0.8153629544343026,13.46,76,0
359,1,0.9,5.55,75,0
410,0.9959173062887509,0.89,4.09,72,0
808,1,0.85,10.2,71,0
569,0.99920499506061,0.864971055,7.95,72,0
402,0.99568548069,0.8316067318061,6.75,70,0
1086,1,0.8715013,11.88,70,0
561,0.9946631439706302,0.9009079,7.67,70,0
773,0.99967598769048,0.87428462701093,9.81,69,0
355,1,0.889540332119027,8.13,69,0
567,1,0.9171161800053,6.56,69,0
705,1,0.841011,4.31,68,0
398,1,0.76,18.17,69,0
754,0.9907179023,0.84086,10.05,68,0
488,0.99,0.839118135931099,11.57,67,0
874,0.9988568986014,0.820301646183038,6.72,67,0
1256,0.997890920091,0.81083,7.3,66,0
430,0.9989177806713209,0.8581252955063,8.07,63,0
487,0.9961084,0.8385357907029037,5.08,64,0
429,1,0.762909776083071,4.74,63,0
637,0.9975531905458702,0.838306829658018,4.84,62,0
514,0.98957138777028,0.832034163073,5.5,60,0
695,0.994320107,0.8168082,3.98,62,0
559,0.9951481578611038,0.76336029,17.19,61,0
348,0.9999244845229025,0.8,9.04,61,0
484,0.99630063072,0.79499728011,5.52,61,0
393,1,0.8631952084055,5.76,60,0
640,1,0.84,7.79,60,0
449,0.9968033,0.848936375078,9.27,60,0
1265,0.99862257035089,0.756064,5.47,60,0
375,1,0.87055,6.12,57,0
832,1,0.8489343383531093,13.09,57,0
435,0.996636944604074,0.8430277147048,8.7,56,0
739,0.99977068,0.85017,9.21,56,0
623,1,0.85046,8.44,55,0
612,0.999913682955406,0.90125021330088,6.05,65,0
687,1,0.8786559402025,6.65,50,0
786,1,0.7983082,3.63,52,0
409,1,0.8538279679047,15.95,52,0
866,0.999832955011,0.907027,5.22,54,0
426,0.99,0.91385609235098,5.67,52,0
753,0.9999467756185901,0.87,15.13,27,0
626,1,0.7766257052,6.9,43,0
347,0.9998474446987032,0.8773057,11.39,52,0
509,0.99692035,0.80705045,4.31,50,0
380,1,0.8,4.7,50,0
411,1,0.89,10.6,49,0
612,1,0.85,6.42,48,0
613,0.9880842956914069,0.8227709051304802,7.14,48,0
459,0.9958825498931709,0.87,5.83,46,0
1739,0.99734032,0.84793084,5.16,46,0
866,0.99992403063085,0.82007017074,5.01,44,0
577,1,0.86353729463024,8.93,44,0
570,0.9969381703640307,0.8965626587052,5.33,40,0
962,1,0.89,11.73,43,0
872,0.994826045,0.8097254099,13,40,0
748,1,0.7905098,7.35,41,0
421,0.99,0.8033785113647005,4.21,40,0
491,0.99,0.8285081151,4.7,40,0
742,1,0.85,11.65,40,0
348,0.9957329218479606,0.77,9.37,39,0
945,0.99171480065,0.845495029,7.06,39,0
1474,0.998393338307013,0.89,5.7,38,0
444,0.9997077,0.827283038,17.29,39,0
485,0.9909093,0.8549401169609,6.66,39,0
851,1,0.8268852659591017,9.5,36,0
593,1,0.8007753178845708,7.33,35,0
1011,0.998646008083,0.889594042,24.56,35,0
391,0.9920541972486047,0.84,6.98,33,0
354,1,0.7760437524542014,10.18,33,0
755,0.999669308750607,0.864086,12.59,33,0
876,0.999969993047,0.856732033,14.07,30,0
570,0.99560749843027,0.913273571032,13.3,32,0
620,1,0.820822991,12.23,27,0
1048,0.9942825822916902,0.76,14.39,27,0
506,0.998490972019,0.822366991056,9.15,32,0
710,0.989998819421026,0.7527599000097,4.15,31,0
356,0.99996304,0.87736056,10.82,27,0
1023,0.992015,0.76,4.71,31,0
480,1,0.7785088890358708,12.34,26,0
756,0.999047200155039,0.8791479256021,8.95,29,0
549,1,0.87,6.11,29,0
636,0.990649235043,0.8371898467208027,8.37,29,0
488,0.9979426275089,0.82223044,6.41,27,0
779,0.9996972403031,0.83602022,9.02,28,0
641,0.99648143628089,0.87413274026024,13.48,27,0
621,0.99,0.7830236007910063,8.15,28,0
342,0.99,0.891540033,14.98,27,0
656,1,0.82,7.5,27,0
476,0.99,0.77,23.86,29,0
679,0.9988966029,0.7942689381826205,6.44,27,0
1020,0.9954290829032,0.83662249072,4.81,27,0
486,0.9870505639057006,0.816174683054,5.12,29,0
473,0.99673199525043,0.849918977034,11.78,29,0
1693,0.9985000637555037,0.783894736018,10.87,27,0
572,0.9978412036,0.872043,9.1,26,0
364,0.9988703941331406,0.85257978595013,8.04,26,0
1834,0.99546521588057,0.76029651412053,6.52,25,0
910,0.9871438418595507,0.77,7.71,27,0
781,0.9970042,0.7894979023016,3.85,27,0
408,0.99408097,0.8752607851700704,8.52,27,0
784,0.9949433264754033,0.82094,6.87,26,0
1402,0.9999906282801019,0.77,6.53,24,0
910,1,0.8106445726903,12.05,24,0
1336,0.996252553757059,0.75,7.21,24,0
456,0.9953094,0.84,11.28,24,0
440,0.988697073,0.845088881894015,22.14,23,0
604,0.997255724334078,0.7938540224106704,8.17,19,0
638,1,0.87094,6.52,24,0
438,0.994454949504,0.7994827358284027,3.61,23,0
435,1,0.7951180408822021,12.65,21,0
441,0.9994930406600008,0.88425089,4.25,21,0
472,0.98949028,0.7560075,5.91,21,0
395,0.9999326961906044,0.93,14.17,21,0
564,0.9974371821048407,0.8284232386022,8.28,20,0
365,0.99,0.7966834437375601,22.41,16,0
488,0.9938607815003205,0.851498752825055,5.48,20,0
455,0.993018,0.9,9.68,16,0
652,0.9978073354195104,0.798736172015,9.35,20,0
533,0.99,0.80829038,8.72,19,0
856,0.9950655489580059,0.7919087,7.84,16,0
524,0.9998990762715809,0.88171523037,12.65,17,0
602,1,0.80691063022,6.99,18,0
341,0.99298342035,0.8397546280063,9.43,14,0
475,0.996502599227096,0.8599750062,9.97,15,0
472,0.9887299310534308,0.8132091639031073,9.04,14,0
1748,1,0.836650131073,5.06,15,0
391,0.996603068975059,0.860170637036,8.61,16,0
1801,0.9923017588553051,0.8076696883062,7.46,15,0
417,1,0.85,9.59,17,0
493,0.99824913776095,0.8614648175118078,11.83,17,0
353,0.9988624626997606,0.8373836559326047,10.96,15,0
596,0.9950338499043,0.809777675812088,5.91,16,0
468,0.989062,0.839098366039,9.56,15,0
991,0.99,0.777276086304085,7.76,13,0
946,0.9996771854053,0.7773120745058,11.31,14,0
513,0.996386649319062,0.79572303,7.8,13,0
1562,0.989483337087,0.81220085,7.77,12,0
433,1,0.851054,11.99,11,0
390,0.995087,0.8392042,6.66,12,0
605,1,0.79314192338027,8.34,10,0
594,0.995177564018,0.7888437503,6.36,8,0
2052,0.9904651001644009,0.8012682278070905,7.01,11,0
425,0.9946233574215403,0.76,11.1,9,0
419,1,0.8820699013304,8.9,3,0
831,1,0.838622885094,10.54,9,0
1124,0.99490131078,0.8518224063,5.75,9,0
528,0.99997508,0.7550609791073,4.11,7,0
469,1,0.79,10.86,9,0
882,0.9931467835036,0.83,6.28,9,0
383,1,0.8247042244014,11.71,3,0
493,0.992014,0.77208571494085,9.93,4,0
537,0.995040284025,0.807704424822042,7.9,4,0
381,0.9999659121898009,0.8668227011647098,12.23,3,0
852,0.99,0.76,12.17,8,0
653,0.98733087,0.81,4.62,7,0
499,0.9881801233114909,0.7683527595011903,3.8,7,0
620,0.99,0.751917854017,10.55,8,0
378,0.992473052,0.80805001,9.8,8,0
414,0.9922055,0.8,14.28,7,0
752,0.991345009996407,0.78,8.73,6,0
656,0.99767261046,0.9122881978231207,12.13,5,0
471,0.998772339164708,0.8301887032,9.73,5,0
1169,0.9928837243824308,0.8072,7.14,6,0
711,0.99183008050026,0.8267214050183203,8.69,6,0
537,0.9992595738016098,0.8472649217590098,7.54,3,0
550,0.9929646058,0.7721799976990508,13.41,3,0
1032,0.99,0.7602881617256092,5.17,3,0
416,0.9944047286629104,0.836030106174059,7.04,4,0
559,0.99,0.8013873341236206,8.54,5,0
425,0.99,0.8297866716032,15.61,4,0
391,0.9956012,0.86074,12.22,4,0
465,0.99,0.8644279028,7.96,4,0
478,0.99,0.8299921568078,7.81,3,0
773,0.997313023,0.8235409697087,10.54,6,0
561,0.9943669774952406,0.8596069232636505,7.92,6,0
390,0.9945051,0.788671006800058,9.06,3,0
490,0.99,0.76,11.13,3,0
504,0.9995554544549407,0.917089066,8.64,3,0
991,0.99316258184042,0.79716711359064,5.12,5,0
372,0.9880513530065,0.89651289037,6.98,3,0
359,0.99628012,0.8299560971563087,4.49,3,0
447,0.9909015,0.76,5.67,3,0
378,0.99924022655063,0.862249073,7.95,5,0
555,0.99758377012,0.77702252891902,13.47,3,0
595,1,0.8491816893532308,11.8,5,0
539,0.99648436729022,0.79,13.09,4,0
377,0.990970256833062,0.77801852887068,12.91,3,0
962,0.989074,0.82,8.16,3,0
999,0.99054048017,0.7879141340157503,9.36,3,0
388,0.9874670502042,0.8432014,8.89,3,0
359,0.991082,0.8082,15.65,3,0
450,0.99,0.88,11.04,3,0
398,0.99,0.88093,10.2,3,0
383,0.99,0.756015,10.32,2,0
410,0.99,0.87034,8.05,3,0
484,0.99,0.838366087,12.45,3,0
818,0.9889412738705017,0.79,10.09,3,0
501,0.99,0.83,6.73,3,0
813,0.99041400079,0.7704253606666905,8.58,3,0
399,0.9919013797067,0.8120530694226084,8.97,2,0
417,0.96240430322046,0.7017284235901706,8.49,3,1
342,0.9843992800939109,0.523699144411048,21.51,10,1
650,0.98,0.49951071288342075,5.88,52,1
11,1,0.4427536231884058,0.2303626606,61,1
159,0.9990227917026,0.8728301395424014,18.37,7,1
229,0.9953302007019,0.8508322497324052,8.92,30,1
158,0.99,0.74,2.82,48,1
220,0.99,0.5,0.00909090909090909,13,1
13,0.923076923077,0.72368076683092,1.41,19,1
296,1,0.87002470887012,14.63,8,1
67,0.999005,0.81215351528022,27.7,61,1
214,0.9813084,0.19,0.07165109034,11,1
97,0.97656982193065,0.822632049502,11.69,1,1
425,0.919059,0.62,1.17,54,1
48,0.92,0.8518072,8.67,54,1
326,0.98,0.88,8.35,54,1
194,0.735008591065,0.6366470956092,5.48,3,1
179,0.51,0.726719604,0.6648045,1,1
565,1,0.6523137837169017,6.71,64,1
