alunos_ativos,adesao,taxa_de_leitura,qtd_msgs_enviadas_por_aluno_por_dia,meses,churn
191,0.99,0.86,15.76,52,0
782,0.9999831092,0.830032169602,4.93,75,0
348,0.99996968227019,0.723875094,6.07,74,0
732,1,0.8701440749910081,4.14,76,0
436,1,0.906578011,5.65,76,0
191,0.9947318098,0.93,14.54,76,0
132,1,0.952255231518008,4.58,76,0
103,1,0.8995293084,6.46,76,0
416,0.99782941493042,0.77,13.88,76,0
242,0.9993468581591014,0.9378082,11.72,76,0
160,0.997697368421053,0.88,9.98,76,0
503,0.99994804380036,0.7780986369569074,16.26,76,0
1518,0.998005244072082,0.52094061,11.17,76,0
852,0.97,0.8858862715083,6.22,76,0
364,1,0.78,8.25,75,0
324,0.99955036,0.86,11.97,76,0
423,0.96,0.6294747084,6.44,76,0
312,1,0.672294457754044,4.47,76,0
636,0.9997097,0.87,5.04,76,0
247,0.98,0.67,4.8,75,0
1353,0.9963110304204404,0.8153629544343026,13.46,76,0
161,0.99991511036,0.90792321063,8.94,75,0
209,0.94,0.6289644503,3.64,75,0
359,1,0.9,5.55,75,0
173,0.998091048,0.82238004771048,6.7,74,0
320,0.99,0.87,5.24,73,0
383,0.98,0.706972648118087,6.07,73,0
110,1,0.90030036,13.61,73,0
321,1,0.79,12.31,73,0
110,0.999877029021,0.91520807856091,6.64,73,0
410,0.9959173062887509,0.89,4.09,72,0
808,1,0.85,10.2,71,0
569,0.99920499506061,0.864971055,7.95,72,0
107,0.9962453303069,0.859130151,6.78,72,0
203,0.99,0.83689961135052,13,72,0
80,0.97,0.8559085,10.6,72,0
971,0.9550305269075,0.79,3.61,62,0
402,0.99568548069,0.8316067318061,6.75,70,0
256,0.990892411520094,0.8292218422685034,6.59,72,0
423,0.98669494032025,0.896447708,7.43,70,0
254,0.99994840041,0.7964336814637077,5.01,70,0
1086,1,0.8715013,11.88,70,0
196,0.959756172421021,0.67,4.68,70,0
247,0.999622076,0.76419451062,8.09,70,0
116,0.998255738284052,0.953782077,7.05,70,0
121,1,0.95048546077,8.96,70,0
561,0.9946631439706302,0.9009079,7.67,70,0
773,0.99967598769048,0.87428462701093,9.81,69,0
355,1,0.889540332119027,8.13,69,0
567,1,0.9171161800053,6.56,69,0
375,0.98,0.590054,9.53,70,0
205,0.99980713081,0.8750796918984018,8.9,69,0
47,0.998019670388091,0.938166180877205,9.38,69,0
705,1,0.841011,4.31,68,0
398,1,0.76,18.17,69,0
179,0.999122807018,0.9017,9.88,69,0
526,0.9979549143018,0.46,10.95,68,0
290,1,0.85,12.06,69,0
153,0.99,0.878361301698073,21.67,69,0
754,0.9907179023,0.84086,10.05,68,0
312,0.999068108015,0.78,10.89,68,0
207,0.99636045,0.900867109,7.16,67,0
883,1,0.665203242037,16.07,68,0
679,0.919893114989406,0.46,5.9,68,0
475,0.98,0.78063,4.63,63,0
88,1,0.8693023,4.7,64,0
176,0.99,0.8730380934608707,17.1,67,0
488,0.99,0.839118135931099,11.57,67,0
874,0.9988568986014,0.820301646183038,6.72,67,0
156,0.9993305948900307,0.94730054,11.23,65,0
273,1,0.84832019067,8.44,64,0
282,0.996479059,0.86830018,6.25,66,0
281,0.9892571298625402,0.76,5.45,63,0
93,1,0.934193066035,18.19,67,0
542,0.987351,0.705793064,4.19,63,0
1256,0.997890920091,0.81083,7.3,66,0
73,0.9776033,0.88609427023,9.16,64,0
430,0.9989177806713209,0.8581252955063,8.07,63,0
212,0.9998111307,0.94,6.85,64,0
101,1,0.9259381487970051,13.25,65,0
487,0.9961084,0.8385357907029037,5.08,64,0
327,0.99918825628028,0.885327154841026,4.27,63,0
85,1,0.90288212641,10.04,65,0
182,1,0.87018697029,10.99,64,0
42,1,0.982014,16.88,64,0
194,1,0.92,6.95,64,0
66,0.99,0.9404213538962068,6.69,64,0
32,1,0.8989862128074,11.19,63,0
95,0.98,0.9040724877710042,10.1,64,0
429,1,0.762909776083071,4.74,63,0
186,1,0.931443932048,14.95,63,0
909,0.978290725055,0.57572824065,7.67,63,0
67,1,0.95,9.03,63,0
637,0.9975531905458702,0.838306829658018,4.84,62,0
235,1,0.86,8.05,63,0
101,1,0.75466289617024,5.25,63,0
69,0.9828410562771095,0.7869297319307046,5.45,62,0
213,0.95,0.5310541,6.69,62,0
514,0.98957138777028,0.832034163073,5.5,60,0
695,0.994320107,0.8168082,3.98,62,0
78,0.99947368421053,0.929979326103096,10.88,61,0
765,0.996255175406073,0.7090591365685066,5.92,61,0
559,0.9951481578611038,0.76336029,17.19,61,0
269,0.9982389875562035,0.83,11.53,61,0
348,0.9999244845229025,0.8,9.04,61,0
162,1,0.85,12.33,61,0
218,1,0.818088,7.08,61,0
50,1,0.8928077527489071,12.21,61,0
484,0.99630063072,0.79499728011,5.52,61,0
89,0.9998521584861029,0.7539676764580037,10.11,61,0
461,0.751357300083,0.497449709,7.9,60,0
1207,0.98,0.74,11.24,59,0
393,1,0.8631952084055,5.76,60,0
744,1,0.72617721231025,7.15,61,0
640,1,0.84,7.79,60,0
449,0.9968033,0.848936375078,9.27,60,0
2035,0.97,0.8494715783227089,7.31,60,0
284,0.97,0.7688098012,6.43,60,0
18,0.8846629117944504,0.85379959099,7.1,58,0
176,0.9978593040950013,0.9,15.07,56,0
211,1,0.85,8.35,61,0
1265,0.99862257035089,0.756064,5.47,60,0
146,1,0.91,17.35,60,0
316,0.9997903125274092,0.93843115078,9.75,56,0
115,0.999765038,0.92,12.76,60,0
1634,0.97,0.50654270171046,3.69,59,0
204,0.99341984079,0.564400099,3.87,59,0
346,0.98644016,0.68,9.03,59,0
76,0.976699377682056,0.8709734975402065,12.13,50,0
54,1,0.8604665068,13.11,55,0
139,0.9995053423031,0.91552048,12.1,57,0
196,0.9897186851045,0.91154117706052,7.17,58,0
967,0.98919592081036,0.656048411099052,5.1,57,0
375,1,0.87055,6.12,57,0
120,1,0.8919009434024031,12.78,57,0
832,1,0.8489343383531093,13.09,57,0
66,0.99980064,0.88639581545085,5.68,58,0
101,0.977022,0.880793621069,13.45,58,0
83,1,0.8968293438025,13.4,55,0
147,0.998943184209,0.927076,9.28,56,0
56,0.999530075,0.86129480047,14.25,55,0
435,0.996636944604074,0.8430277147048,8.7,56,0
196,0.999365178713064,0.95201509047,13.56,56,0
131,1,0.9419292191318609,4.07,53,0
579,0.98,0.577027,4.89,56,0
96,1,0.92104330525089,10.86,56,0
739,0.99977068,0.85017,9.21,56,0
422,0.95967233889055,0.6002068023,4.52,51,0
153,0.9975879093,0.82,3.94,55,0
298,0.99,0.85,6.34,55,0
368,0.98,0.65,7.97,55,0
431,0.9985738048,0.697676851027,8.01,56,0
623,1,0.85046,8.44,55,0
105,1,0.90996037,15.19,51,0
655,0.99,0.6566053799802,3.7,55,0
39,0.9959847437543201,0.8938044044,7.73,56,0
612,0.999913682955406,0.90125021330088,6.05,65,0
687,1,0.8786559402025,6.65,50,0
786,1,0.7983082,3.63,52,0
139,0.9947444092,0.88623454514073,13.36,51,0
313,0.9999131492097,0.82,8.17,52,0
409,1,0.8538279679047,15.95,52,0
866,0.999832955011,0.907027,5.22,54,0
426,0.99,0.91385609235098,5.67,52,0
323,0.9978081,0.87271760082,13.12,51,0
75,0.998187535048,0.67,4.93,55,0
147,0.99991049051,0.87,8.79,54,0
128,0.9969085,0.93,6.3,52,0
870,0.97,0.700349024,11.41,50,0
153,1,0.74,10.02,52,0
213,1,0.88,7.4,52,0
753,0.9999467756185901,0.87,15.13,27,0
160,0.972644952053,0.76940360033,11.22,51,0
135,1,0.9288632422379508,9.71,35,0
57,1,0.8700123749354609,7.99,52,0
626,1,0.7766257052,6.9,43,0
132,0.980962015,0.79939305920014,7.2,52,0
50,0.99852881680091,0.84,4.68,51,0
66,1,0.923212062,4.54,52,0
69,0.9965449874065,0.84099,5.82,51,0
194,1,0.9073679339295208,6.09,52,0
282,0.994304351604077,0.7054,9.13,52,0
347,0.9998474446987032,0.8773057,11.39,52,0
124,0.991571,0.90714067,5.8,52,0
138,0.99063,0.86033,10.43,51,0
215,0.99440208485082,0.81099077095,8.81,51,0
149,0.98827806185018,0.87812735072043,7.29,50,0
605,0.99752431058,0.68216088,9.39,50,0
330,1,0.8653775343904067,6.88,52,0
30,0.97,0.9461292707,7.72,51,0
42,0.99,0.9103288734094905,5.83,51,0
318,0.9995135701983097,0.786154537017,7.55,50,0
122,0.9987992967957081,0.86,7.04,51,0
177,0.98247663010014,0.870141331231071,4.49,39,0
334,0.9998428908091,0.8239205638192606,6.52,50,0
49,1,0.9651990036,10.69,51,0
509,0.99692035,0.80705045,4.31,50,0
466,0.97122043,0.7430968348055,5.04,50,0
297,0.99,0.8414954558971035,3.93,50,0
165,0.9968619774158082,0.84651589091,7.34,50,0
121,0.9931691434298408,0.83,9.25,50,0
96,0.9950028675333401,0.8830032401723016,14.28,50,0
112,0.99258013,0.82960752384087,9.35,50,0
323,0.99,0.68125036,6.5,49,0
202,1,0.930027870811,10.75,50,0
237,0.996770298017,0.79,9.23,49,0
380,1,0.8,4.7,50,0
195,0.98951702971054,0.83350369984093,8.33,50,0
174,0.9907351326380013,0.7816206044,4.17,50,0
109,0.9000092294421022,0.8863039,6.19,50,0
137,0.9997187020820073,0.82553052,9.96,50,0
67,0.974083,0.88711027,10.94,50,0
124,0.986969099492055,0.8297062533088,10.11,50,0
109,0.99,0.88,16.97,50,0
193,0.963792033,0.857922664046,6.35,50,0
103,0.99145657261077,0.8571662081553303,10.52,50,0
411,1,0.89,10.6,49,0
250,0.9842519685039,0.68,8.53,49,0
427,0.993633991748044,0.654016,10.24,49,0
157,0.999913434903047,0.93,12.46,49,0
66,1,0.83,5.23,49,0
293,1,0.848047,8.81,49,0
95,1,0.88,6.18,49,0
612,1,0.85,6.42,48,0
70,0.99301747015,0.8877064,7.74,48,0
613,0.9880842956914069,0.8227709051304802,7.14,48,0
63,0.9929627034,0.848545084,8.47,47,0
532,0.91,0.493075,8.69,47,0
205,0.95,0.71381017,3.7,47,0
278,0.999952839087,0.87068576029,5.57,46,0
49,1,0.8644035481,7.42,46,0
128,0.998738391986065,0.9238472250252403,6.69,46,0
459,0.9958825498931709,0.87,5.83,46,0
1739,0.99734032,0.84793084,5.16,46,0
206,1,0.8654359011087,8.78,45,0
230,0.9956312249335504,0.91183676308,8.38,45,0
141,0.992858069047,0.936067,15.13,45,0
866,0.99992403063085,0.82007017074,5.01,44,0
120,1,0.57,8.35,44,0
230,1,0.879079,7.26,44,0
150,0.82,0.87080137803093,8.93,44,0
70,0.9838795198089,0.9539448006,9.56,44,0
74,0.9969772404,0.8495286313045,23.93,44,0
577,1,0.86353729463024,8.93,44,0
318,0.999876258043,0.87,7.23,44,0
112,1,0.9349308661897064,9.77,43,0
570,0.9969381703640307,0.8965626587052,5.33,40,0
962,1,0.89,11.73,43,0
220,0.995319142035081,0.93,7.49,43,0
872,0.994826045,0.8097254099,13,40,0
328,1,0.8017,10.77,39,0
618,0.8649161242011701,0.6352034,4.51,43,0
175,0.992846036056,0.88696844885063,13.35,35,0
748,1,0.7905098,7.35,41,0
152,0.83950029,0.3854372087,5.65,42,0
23,1,0.9064772339032,8.6,42,0
128,0.99528079,0.7296332096,9.22,40,0
199,0.99365714838304,0.88,5.83,41,0
151,1,0.88,9.51,39,0
20,1,0.97,6.94,41,0
57,0.999064,0.91092,6.31,40,0
381,0.9989197503457206,0.708852288746093,14.25,39,0
421,0.99,0.8033785113647005,4.21,40,0
71,0.9890516766864027,0.89,5.41,39,0
219,0.97879348064,0.5757096,7.53,41,0
94,0.9944914063147904,0.8470025,8.24,40,0
232,0.96659690082,0.88,8.98,40,0
98,0.9860055192824203,0.85,6.95,39,0
138,0.9998050682261209,0.95048,12.43,41,0
491,0.99,0.8285081151,4.7,40,0
37,0.99680462053,0.757065,21.64,41,0
195,0.984096061,0.96067,8.55,39,0
145,0.99673902029,0.894468197016,16.53,41,0
72,1,0.96,5.52,39,0
742,1,0.85,11.65,40,0
269,1,0.88488567093,9.98,36,0
47,0.9976076555024,0.947599017,6.17,39,0
406,0.963225035087,0.773580908003077,5.32,38,0
262,0.9949067,0.83,11.15,40,0
286,0.996012,0.79,19.92,40,0
73,0.9949215972085209,0.801246706069,5.64,39,0
92,0.9990637012,0.927152272088,9.22,40,0
30,1,0.94,6.21,39,0
149,0.9543705029,0.85732606058,11.15,39,0
135,0.9955646092883509,0.885044338914081,11.32,39,0
348,0.9957329218479606,0.77,9.37,39,0
155,0.999140565317036,0.901905649063,8.38,39,0
140,1,0.9084301245085,9.16,39,0
945,0.99171480065,0.845495029,7.06,39,0
481,0.9813572990078,0.4760998381221409,9.01,39,0
896,0.98625161047,0.738211011077,4.56,39,0
92,0.9998470012239903,0.8875371360708,8.38,39,0
108,0.98,0.8059024,7.76,39,0
953,0.83,0.724955315512063,7.13,39,0
1474,0.998393338307013,0.89,5.7,38,0
422,0.9724940128978062,0.8671046,4.5,38,0
167,0.93,0.75,4.34,34,0
444,0.9997077,0.827283038,17.29,39,0
52,1,0.7,7.07,39,0
485,0.9909093,0.8549401169609,6.66,39,0
304,0.9758028,0.73,8.09,38,0
85,0.9992149047317088,0.908190621898053,20.2,37,0
22,1,0.92267588033,12.63,36,0
219,0.9893731400567208,0.81632802,5.85,38,0
31,0.9754654041,0.8840710610300067,8.52,37,0
86,0.987637135749098,0.89,7.85,37,0
851,1,0.8268852659591017,9.5,36,0
245,0.9954627362090903,0.816027410448083,14.53,35,0
98,0.9992998048,0.6316026,8.21,35,0
593,1,0.8007753178845708,7.33,35,0
247,0.7057,0.1528716632015,4.39,33,0
456,0.993356681067,0.50459092,22.78,36,0
50,0.93,0.854499175029,4.95,36,0
1011,0.998646008083,0.889594042,24.56,35,0
68,0.998093059,0.810082465102062,13.89,31,0
276,0.9942909844690099,0.8958025191709903,4.26,33,0
254,0.986157068,0.835781079,6.44,33,0
146,0.999913434903047,0.8243507927654307,6.67,35,0
81,0.999471251029,0.86,8.38,34,0
548,0.97,0.71550622388906,7.08,33,0
391,0.9920541972486047,0.84,6.98,33,0
122,0.985268888251032,0.7592921026,9.15,34,0
351,0.98,0.676838802084,6.28,33,0
207,0.992081922065,0.759167308022,11.6,33,0
354,1,0.7760437524542014,10.18,33,0
346,0.9827099,0.84474445026,8.54,33,0
221,0.9977567256052039,0.93,11.38,33,0
203,0.99973037389091,0.86032,18.28,34,0
246,1,0.8118311176078,8.36,33,0
121,0.98828022,0.867933867815036,17.92,33,0
755,0.999669308750607,0.864086,12.59,33,0
876,0.999969993047,0.856732033,14.07,30,0
470,0.98055641017021,0.6735267914357703,4.63,10,0
115,0.999093,0.83054926086,6.98,32,0
264,0.9962535700576098,0.8035148710369089,9.31,32,0
570,0.99560749843027,0.913273571032,13.3,32,0
620,1,0.820822991,12.23,27,0
1048,0.9942825822916902,0.76,14.39,27,0
165,1,0.87029,11.02,32,0
115,1,0.8050354161139205,16.64,32,0
506,0.998490972019,0.822366991056,9.15,32,0
198,0.991840930169078,0.582053661298023,6.37,31,0
116,1,0.885068,20.47,32,0
234,1,0.82,9.89,32,0
298,0.999602314595096,0.87,9.59,27,0
280,0.99820928716051,0.7834955026,10.04,29,0
710,0.989998819421026,0.7527599000097,4.15,31,0
103,1,0.88205075241095,10.37,32,0
356,0.99996304,0.87736056,10.82,27,0
1023,0.992015,0.76,4.71,31,0
487,0.999837889044057,0.74061058,6.43,27,0
822,0.984193053706016,0.70316209,10.49,31,0
984,1,0.7052,8.15,30,0
323,0.99,0.8307648073,4.76,30,0
197,0.99,0.81147363892029,10.17,31,0
150,0.9998203679453036,0.9327946412900019,14.37,29,0
116,1,0.8932865779074,16.5,31,0
247,1,0.86188092772034,9.97,28,0
1234,1,0.745245013,9.96,29,0
480,1,0.7785088890358708,12.34,26,0
756,0.999047200155039,0.8791479256021,8.95,29,0
211,0.9993087,0.8556848411626307,15.38,30,0
549,1,0.87,6.11,29,0
159,0.979256017,0.81,5.27,27,0
329,0.9995578704,0.88,12.51,29,0
737,0.99,0.880049,5.52,30,0
281,0.999252418543067,0.718579979613015,8.1,31,0
294,0.99018916088,0.77369960083,13.37,31,0
111,0.9994029915083,0.917090974047,16.39,28,0
164,1,0.94,18.77,28,0
198,1,0.913978260211054,7.24,27,0
287,0.996256852767051,0.8539061081,16.15,27,0
104,1,0.93,26.49,28,0
306,0.99595934333029,0.820556543074032,7.76,29,0
782,0.9830082,0.5583130017525098,11.19,28,0
161,0.93826033,0.79,6.96,27,0
701,0.9563482036,0.81367355013,4.88,28,0
140,0.9928998027,0.85,12.61,29,0
102,0.999613003096,0.9255239821050802,9.83,27,0
189,0.9990156411059,0.904276010027,9.52,27,0
636,0.990649235043,0.8371898467208027,8.37,29,0
1267,0.99,0.67146057067,13.84,28,0
196,0.999534306033,0.90087,10.55,30,0
148,0.97,0.701992524408046,4.14,26,0
320,1,0.8271615777260305,14.09,26,0
1027,0.98,0.74648411083,6.98,27,0
125,1,0.87,6.37,30,0
488,0.9979426275089,0.82223044,6.41,27,0
779,0.9996972403031,0.83602022,9.02,28,0
243,0.989469195920013,0.86,8.28,28,0
159,0.99991511036,0.89066120086,14.4,30,0
199,0.9973611411656904,0.8792656098529902,13.84,29,0
188,0.9928938090031,0.860062,18.84,28,0
641,0.99648143628089,0.87413274026024,13.48,27,0
1944,0.98,0.64,12.51,28,0
151,1,0.92066,7.92,27,0
81,1,0.912051087,6.38,27,0
621,0.99,0.7830236007910063,8.15,28,0
342,0.99,0.891540033,14.98,27,0
99,0.997589955600066,0.846676815925036,7.42,27,0
245,0.993752802,0.8226308351910011,7.42,29,0
256,0.970366488206056,0.7543039,6.13,28,0
202,0.9999345378371302,0.9,11.89,27,0
656,1,0.82,7.5,27,0
250,1,0.716056984605,7.98,29,0
38,1,0.8333128171555708,17.76,28,0
476,0.99,0.77,23.86,29,0
270,0.9883077093,0.83,8.43,27,0
705,0.9791652057,0.7503949484618038,7.14,26,0
771,0.9947088595640404,0.69,4.38,24,0
679,0.9988966029,0.7942689381826205,6.44,27,0
1020,0.9954290829032,0.83662249072,4.81,27,0
58,1,0.8113045,7.66,27,0
486,0.9870505639057006,0.816174683054,5.12,29,0
473,0.99673199525043,0.849918977034,11.78,29,0
186,0.9920749118842102,0.9220166065,12.45,28,0
1693,0.9985000637555037,0.783894736018,10.87,27,0
723,0.99,0.559343051,9.08,26,0
43,0.99,0.802935166388067,7.91,28,0
898,0.9813977191908051,0.8009062,7.84,27,0
572,0.9978412036,0.872043,9.1,26,0
653,0.96,0.69294063,10.68,28,0
155,0.986988734062,0.86186075,12.56,28,0
364,0.9988703941331406,0.85257978595013,8.04,26,0
205,0.998642258892014,0.78,5.98,28,0
159,1,0.9316658521085,7.38,28,0
470,0.98,0.8385935023,8.32,28,0
187,0.99957818778206,0.83803493899068,6.16,27,0
909,0.9694300533096,0.778110651996062,12.17,28,0
166,0.99,0.7998527094,16.79,28,0
1834,0.99546521588057,0.76029651412053,6.52,25,0
234,1,0.837640808148023,8.11,27,0
332,0.98215303,0.8088,6.26,27,0
415,0.98536642676012,0.8076223076,6.45,27,0
299,0.92,0.7332853563057601,4.71,26,0
291,0.92597019,0.26909179408026,21.59,25,0
296,0.998495019005036,0.78800063158016,6.79,28,0
276,0.856466096,0.45081729770011,5.48,27,0
81,0.996412997067,0.8689039,9.91,27,0
68,0.8957096,0.8480040367541507,8.04,27,0
74,0.9906123971502026,0.7998170456699806,10.78,27,0
321,0.9897355988271063,0.78583998381097,10.53,25,0
701,0.98,0.7291427906017,10.89,28,0
422,0.971745954388096,0.73221096,8.58,27,0
44,0.964022,0.71448500119052,6.68,28,0
16,0.9993421053,0.8041993798506,4.62,27,0
87,0.98782898087078,0.9147792403464039,10.89,4,0
80,0.9835681562086,0.8939139850034,10.52,26,0
255,0.9842061232063806,0.782594045,9.24,28,0
120,0.99102046,0.86105691079,10.66,27,0
165,1,0.82208791,12.1,27,0
309,0.9918814748015,0.799095,12,27,0
910,0.9871438418595507,0.77,7.71,27,0
781,0.9970042,0.7894979023016,3.85,27,0
109,0.992038071516705,0.9146073,12.13,27,0
103,0.999121602082,0.90013,11.74,27,0
90,0.99,0.628946744634064,3.72,27,0
57,0.96,0.83,11.31,27,0
70,1,0.84159453092,55.46,25,0
408,0.99408097,0.8752607851700704,8.52,27,0
878,0.96346745065,0.83193405654092,8.45,27,0
117,0.9981869895012008,0.895618961060019,25.01,26,0
225,0.98464321015,0.6053353819808066,13.28,26,0
142,0.995977535713068,0.883514911341078,15.17,26,0
516,0.9964263031,0.7048,9.17,26,0
276,0.9778203433657088,0.6761245088,5.17,25,0
140,0.997377058,0.94457915062,12.15,26,0
60,1,0.93,9.38,25,0
351,0.968731466651,0.78071376087,5.71,25,0
784,0.9949433264754033,0.82094,6.87,26,0
295,0.999820370038,0.864246489084,12.99,26,0
567,0.98699237267038,0.76721790738086,12.04,25,0
145,1,0.8901873924628091,21.3,24,0
1303,0.96,0.747688620056,8.32,25,0
1020,0.99569402017,0.683651058,4.89,24,0
195,0.999595141700405,0.8660483555030902,17.23,25,0
307,0.9960581127086,0.817219064,18.35,25,0
277,1,0.7019,20.46,25,0
205,0.98,0.76536211404,8.36,24,0
