alunos_ativos,adesao,taxa_de_leitura,qtd_msgs_enviadas_por_aluno_por_dia,meses,churn
567,1,0.9171161800053,6.56,69,0
375,0.98,0.590054,9.53,70,0
705,1,0.841011,4.31,68,0
398,1,0.76,18.17,69,0
526,0.9979549143018,0.46,10.95,68,0
754,0.9907179023,0.84086,10.05,68,0
647,1,0.814524412866065,3.53,67,0
883,1,0.665203242037,16.07,68,0
679,0.919893114989406,0.46,5.9,68,0
475,0.98,0.78063,4.63,63,0
488,0.99,0.839118135931099,11.57,67,0
874,0.9988568986014,0.820301646183038,6.72,67,0
542,0.987351,0.705793064,4.19,63,0
1256,0.997890920091,0.81083,7.3,66,0
430,0.9989177806713209,0.8581252955063,8.07,63,0
348,0.987619966032,0.82,2.94,64,0
487,0.9961084,0.8385357907029037,5.08,64,0
506,0.99682058,0.78019,2.6,63,0
429,1,0.762909776083071,4.74,63,0
472,1,0.19028,1,64,0
716,0.99,0.6425699136095014,2.08,62,0
909,0.978290725055,0.57572824065,7.67,63,0
637,0.9975531905458702,0.838306829658018,4.84,62,0
620,0.9421035484963054,0.73696745062,2.9,62,0
514,0.98957138777028,0.832034163073,5.5,60,0
695,0.994320107,0.8168082,3.98,62,0
765,0.996255175406073,0.7090591365685066,5.92,61,0
559,0.9951481578611038,0.76336029,17.19,61,0
614,0.98553026,0.79043,3.26,60,0
348,0.9999244845229025,0.8,9.04,61,0
484,0.99630063072,0.79499728011,5.52,61,0
461,0.751357300083,0.497449709,7.9,60,0
1207,0.98,0.74,11.24,59,0
393,1,0.8631952084055,5.76,60,0
744,1,0.72617721231025,7.15,61,0
640,1,0.84,7.79,60,0
449,0.9968033,0.848936375078,9.27,60,0
2035,0.97,0.8494715783227089,7.31,60,0
1265,0.99862257035089,0.756064,5.47,60,0
1634,0.97,0.50654270171046,3.69,59,0
988,0.999814076,0.7239190574645068,3.26,59,0
346,0.98644016,0.68,9.03,59,0
967,0.98919592081036,0.656048411099052,5.1,57,0
375,1,0.87055,6.12,57,0
832,1,0.8489343383531093,13.09,57,0
435,0.996636944604074,0.8430277147048,8.7,56,0
579,0.98,0.577027,4.89,56,0
739,0.99977068,0.85017,9.21,56,0
422,0.95967233889055,0.6002068023,4.52,51,0
444,0.99028,0.76,1.25,56,0
368,0.98,0.65,7.97,55,0
431,0.9985738048,0.697676851027,8.01,56,0
623,1,0.85046,8.44,55,0
655,0.99,0.6566053799802,3.7,55,0
612,0.999913682955406,0.90125021330088,6.05,65,0
687,1,0.8786559402025,6.65,50,0
786,1,0.7983082,3.63,52,0
409,1,0.8538279679047,15.95,52,0
866,0.999832955011,0.907027,5.22,54,0
426,0.99,0.91385609235098,5.67,52,0
376,0.96,0.3520478066032,0.4092657620279062,54,0
910,0.971584578668069,0.5870741041595904,3.26,52,0
870,0.97,0.700349024,11.41,50,0
753,0.9999467756185901,0.87,15.13,27,0
626,1,0.7766257052,6.9,43,0
347,0.9998474446987032,0.8773057,11.39,52,0
605,0.99752431058,0.68216088,9.39,50,0
582,0.9847797334072,0.735083252031,3.33,51,0
1043,0.938869820998301,0.67,2.37,51,0
509,0.99692035,0.80705045,4.31,50,0
466,0.97122043,0.7430968348055,5.04,50,0
933,0.9978073,0.8068851861025,2.24,50,0
380,1,0.8,4.7,50,0
345,0.99,0.660076,3.41,50,0
639,0.890564641055061,0.7,2.65,50,0
411,1,0.89,10.6,49,0
427,0.993633991748044,0.654016,10.24,49,0
612,1,0.85,6.42,48,0
516,0.9878155822733067,0.65,2.58,48,0
613,0.9880842956914069,0.8227709051304802,7.14,48,0
532,0.91,0.493075,8.69,47,0
459,0.9958825498931709,0.87,5.83,46,0
1739,0.99734032,0.84793084,5.16,46,0
637,0.95,0.5608087,2.23,45,0
866,0.99992403063085,0.82007017074,5.01,44,0
790,0.9891971013059,0.6432595886122094,2.9,44,0
577,1,0.86353729463024,8.93,44,0
570,0.9969381703640307,0.8965626587052,5.33,40,0
962,1,0.89,11.73,43,0
872,0.994826045,0.8097254099,13,40,0
618,0.8649161242011701,0.6352034,4.51,43,0
748,1,0.7905098,7.35,41,0
571,0.684956324084,0.21,1.23,42,0
381,0.9989197503457206,0.708852288746093,14.25,39,0
421,0.99,0.8033785113647005,4.21,40,0
523,0.94,0.44435039,1.21,41,0
491,0.99,0.8285081151,4.7,40,0
894,0.99714025,0.8251348043029,3.1,40,0
742,1,0.85,11.65,40,0
406,0.963225035087,0.773580908003077,5.32,38,0
348,0.9957329218479606,0.77,9.37,39,0
945,0.99171480065,0.845495029,7.06,39,0
481,0.9813572990078,0.4760998381221409,9.01,39,0
896,0.98625161047,0.738211011077,4.56,39,0
953,0.83,0.724955315512063,7.13,39,0
1474,0.998393338307013,0.89,5.7,38,0
422,0.9724940128978062,0.8671046,4.5,38,0
444,0.9997077,0.827283038,17.29,39,0
485,0.9909093,0.8549401169609,6.66,39,0
635,0.99468386041056,0.784302046350079,2.53,36,0
851,1,0.8268852659591017,9.5,36,0
593,1,0.8007753178845708,7.33,35,0
456,0.993356681067,0.50459092,22.78,36,0
1011,0.998646008083,0.889594042,24.56,35,0
737,0.9457977866035,0.65077,1.55,34,0
548,0.97,0.71550622388906,7.08,33,0
391,0.9920541972486047,0.84,6.98,33,0
351,0.98,0.676838802084,6.28,33,0
354,1,0.7760437524542014,10.18,33,0
346,0.9827099,0.84474445026,8.54,33,0
755,0.999669308750607,0.864086,12.59,33,0
876,0.999969993047,0.856732033,14.07,30,0
470,0.98055641017021,0.6735267914357703,4.63,10,0
570,0.99560749843027,0.913273571032,13.3,32,0
620,1,0.820822991,12.23,27,0
1048,0.9942825822916902,0.76,14.39,27,0
506,0.998490972019,0.822366991056,9.15,32,0
710,0.989998819421026,0.7527599000097,4.15,31,0
356,0.99996304,0.87736056,10.82,27,0
1023,0.992015,0.76,4.71,31,0
487,0.999837889044057,0.74061058,6.43,27,0
822,0.984193053706016,0.70316209,10.49,31,0
984,1,0.7052,8.15,30,0
1234,1,0.745245013,9.96,29,0
480,1,0.7785088890358708,12.34,26,0
756,0.999047200155039,0.8791479256021,8.95,29,0
549,1,0.87,6.11,29,0
344,0.9842018,0.361087,2.63,27,0
737,0.99,0.880049,5.52,30,0
444,1,0.8518525718049,3.48,26,0
782,0.9830082,0.5583130017525098,11.19,28,0
701,0.9563482036,0.81367355013,4.88,28,0
636,0.990649235043,0.8371898467208027,8.37,29,0
1267,0.99,0.67146057067,13.84,28,0
1027,0.98,0.74648411083,6.98,27,0
488,0.9979426275089,0.82223044,6.41,27,0
779,0.9996972403031,0.83602022,9.02,28,0
641,0.99648143628089,0.87413274026024,13.48,27,0
1944,0.98,0.64,12.51,28,0
621,0.99,0.7830236007910063,8.15,28,0
342,0.99,0.891540033,14.98,27,0
429,0.97,0.5464188267865907,2.62,27,0
656,1,0.82,7.5,27,0
1106,0.9340534116068,0.5036342584089,1.31,27,0
476,0.99,0.77,23.86,29,0
440,0.932796702089024,0.83467175105039,2.76,29,0
705,0.9791652057,0.7503949484618038,7.14,26,0
771,0.9947088595640404,0.69,4.38,24,0
679,0.9988966029,0.7942689381826205,6.44,27,0
1020,0.9954290829032,0.83662249072,4.81,27,0
486,0.9870505639057006,0.816174683054,5.12,29,0
473,0.99673199525043,0.849918977034,11.78,29,0
1693,0.9985000637555037,0.783894736018,10.87,27,0
723,0.99,0.559343051,9.08,26,0
898,0.9813977191908051,0.8009062,7.84,27,0
572,0.9978412036,0.872043,9.1,26,0
653,0.96,0.69294063,10.68,28,0
364,0.9988703941331406,0.85257978595013,8.04,26,0
470,0.98,0.8385935023,8.32,28,0
909,0.9694300533096,0.778110651996062,12.17,28,0
1834,0.99546521588057,0.76029651412053,6.52,25,0
415,0.98536642676012,0.8076223076,6.45,27,0
555,0.95666158079,0.6078,3.1,27,0
701,0.98,0.7291427906017,10.89,28,0
422,0.971745954388096,0.73221096,8.58,27,0
910,0.9871438418595507,0.77,7.71,27,0
781,0.9970042,0.7894979023016,3.85,27,0
550,0.9681364918088,0.841096553162091,2.54,26,0
408,0.99408097,0.8752607851700704,8.52,27,0
878,0.96346745065,0.83193405654092,8.45,27,0
516,0.9964263031,0.7048,9.17,26,0
390,0.96,0.6476041059,3.18,25,0
351,0.968731466651,0.78071376087,5.71,25,0
784,0.9949433264754033,0.82094,6.87,26,0
567,0.98699237267038,0.76721790738086,12.04,25,0
1303,0.96,0.747688620056,8.32,25,0
1020,0.99569402017,0.683651058,4.89,24,0
1402,0.9999906282801019,0.77,6.53,24,0
910,1,0.8106445726903,12.05,24,0
1336,0.996252553757059,0.75,7.21,24,0
667,0.9919052275019,0.78,2.73,24,0
456,0.9953094,0.84,11.28,24,0
654,0.9911709093,0.6696014404987306,16.03,24,0
440,0.988697073,0.845088881894015,22.14,23,0
604,0.997255724334078,0.7938540224106704,8.17,19,0
989,0.97731289058,0.58,5.96,23,0
638,1,0.87094,6.52,24,0
2510,0.973022,0.7613539557353302,7.72,21,0
807,0.964253005208067,0.72,7.53,13,0
792,0.9,0.5,1.89,13,0
1467,0.98250125096062,0.67304836026,10.87,12,0
447,0.97,0.7807067,8.33,23,0
588,0.996000875099,0.7058300032,2.65,20,0
458,0.9784514502086,0.56,14.04,21,0
777,0.9852529086,0.5714459799795099,9.57,20,0
599,0.9352437175904068,0.79049,14.53,23,0
790,0.9727490331064,0.83,5.39,23,0
472,0.92,0.59064,3.52,23,0
831,0.9865081089,0.77235611753077,11.65,24,0
833,0.993026013046,0.692637911602,8.51,21,0
364,0.996841124906029,0.7,13.42,21,0
1901,0.97915863039,0.7186983393015,14.81,20,0
438,0.994454949504,0.7994827358284027,3.61,23,0
476,1,0.6861722287076045,13.16,22,0
500,0.949568933223032,0.58,2.49,22,0
503,0.99,0.73,3.86,15,0
837,1,0.62953544005,6.31,19,0
675,1,0.7230304828557107,4.15,17,0
1346,0.98224084,0.58,8.45,19,0
1578,0.9833890872264701,0.51,6.56,15,0
435,1,0.7951180408822021,12.65,21,0
441,0.9994930406600008,0.88425089,4.25,21,0
514,0.965393062,0.71981040087,9.16,21,0
472,0.98949028,0.7560075,5.91,21,0
945,0.990887174067,0.75,4.7,12,0
395,0.9999326961906044,0.93,14.17,21,0
564,0.9974371821048407,0.8284232386022,8.28,20,0
452,0.9761093,0.67,11.64,20,0
453,0.975411320133015,0.7023,5.5,20,0
365,0.99,0.7966834437375601,22.41,16,0
488,0.9938607815003205,0.851498752825055,5.48,20,0
455,0.993018,0.9,9.68,16,0
652,0.9978073354195104,0.798736172015,9.35,20,0
346,0.97,0.516072,11.07,19,0
533,0.99,0.80829038,8.72,19,0
451,0.9766304076107017,0.7786076,5.36,19,0
482,0.850275518459075,0.60064,3.43,18,0
433,1,0.80423275005,3.18,19,0
456,0.98824774058054,0.667648109047,10.04,19,0
856,0.9950655489580059,0.7919087,7.84,16,0
523,0.9757715156053,0.62,5.79,19,0
640,0.99,0.730093481031,10.72,16,0
825,0.98,0.69,10.61,18,0
524,0.9998990762715809,0.88171523037,12.65,17,0
683,0.9427883524047,0.74,4.37,15,0
980,0.94,0.519319029,4.11,12,0
602,1,0.80691063022,6.99,18,0
379,0.9753279899224052,0.8149025,9.52,15,0
341,0.99298342035,0.8397546280063,9.43,14,0
1736,0.9891654131991043,0.30336510250701504,15.65,16,0
612,0.9144065,0.6240047507833077,13.21,15,0
567,0.8742329074,0.59,5.21,13,0
572,0.93,0.706586089,4.41,13,0
2202,0.94394028399098,0.70516341087,7.96,18,0
475,0.996502599227096,0.8599750062,9.97,15,0
939,0.9839251099503035,0.64,7.93,16,0
1104,0.9691373406579005,0.59625683771016,10.68,15,0
582,0.95566502463054,0.38001095,1.66,18,0
795,0.9892176015,0.66024,8.75,17,0
472,0.9887299310534308,0.8132091639031073,9.04,14,0
1340,0.943174331099,0.6095720100224057,9.81,16,0
447,0.966792056,0.69764138105095,10.3,15,0
1893,0.93048832652082,0.5010506974091021,10.9,15,0
1748,1,0.836650131073,5.06,15,0
1102,0.9897338037,0.80067,2.95,15,0
1089,0.99,0.5568289961413061,13.45,15,0
525,0.983063359035,0.8158315203316109,5.12,15,0
639,0.983609,0.7902,4.79,15,0
1254,0.992934484065,0.67,8.07,15,0
1031,0.9470256079,0.5718012,19.46,15,0
391,0.996603068975059,0.860170637036,8.61,16,0
974,0.919178400062,0.717063,4.99,15,0
494,0.95,0.706915064,3.41,14,0
700,0.9949605951293907,0.68,4.25,15,0
485,0.91086,0.094296336527074,0.0371456436356006,15,0
820,0.85027,0.216098024,7.71,15,0
1801,0.9923017588553051,0.8076696883062,7.46,15,0
690,0.9505375859590074,0.70047051,3.44,15,0
1029,0.8938061845829106,0.7836068,3.67,15,0
417,1,0.85,9.59,17,0
385,0.9863759075,0.74,5.16,17,0
741,0.99,0.7249593241022,7.8,15,0
1408,0.981006,0.7615360662398029,11.36,16,0
2460,0.9707598036,0.5078,7.16,15,0
493,0.99824913776095,0.8614648175118078,11.83,17,0
829,0.9803678408662405,0.64,5.21,15,0
1595,0.9618053145421503,0.61012,2.66,14,0
426,1,0.65,13.01,16,0
839,0.9134418487027,0.478346532127032,8.13,15,0
391,0.9289535092,0.50089364740069,2.25,14,0
564,0.9695426078,0.73,8.36,15,0
353,0.9988624626997606,0.8373836559326047,10.96,15,0
1345,0.8545176063,0.47177398569329065,0.411406760921079,13,0
1227,0.95,0.63778033577067,3.41,14,0
403,0.722892173045,0.3979481542447093,0.46389858932086,13,0
653,0.9965551556107078,0.74,6.29,15,0
527,0.9851999809396051,0.722214203527019,5.67,15,0
596,0.9950338499043,0.809777675812088,5.91,16,0
1085,0.991904860002061,0.6774304006024,5.75,16,0
468,0.989062,0.839098366039,9.56,15,0
709,0.9847973091,0.56,9.52,16,0
608,0.98,0.794769504168073,9.58,16,0
991,0.99,0.777276086304085,7.76,13,0
358,0.9389707242806,0.74,5.15,15,0
638,1,0.59,4.79,15,0
435,0.99,0.7345791790425087,8.7,15,0
721,0.996392049882027,0.7382039,10.93,15,0
708,0.975476171058901,0.7076,6.38,14,0
1009,0.987304670959039,0.64,14.07,15,0
791,0.9973582683959039,0.684450683069,14.45,15,0
382,0.960824056,0.694091,8.05,12,0
1185,0.971307742076,0.78072,6.71,15,0
761,0.98,0.82692849097,3.21,14,0
946,0.9996771854053,0.7773120745058,11.31,14,0
404,0.9,0.3261976657964027,7.92,13,0
375,0.85,0.4,5.06,13,0
725,0.979141079,0.683012,3.68,13,0
622,0.85344550095,0.7748641800034,3.81,13,0
752,0.995377603727053,0.5147187471076,11.65,13,0
513,0.996386649319062,0.79572303,7.8,13,0
359,0.6893158015819076,0.3676037,9.95,9,0
1628,0.98,0.7360490404532051,9.43,12,0
1562,0.989483337087,0.81220085,7.77,12,0
350,0.9798749972067,0.68,11.22,12,0
1321,0.9880083074911007,0.6770034026,2.25,12,0
628,0.99,0.79925482013,2.14,12,0
1386,0.9825049450384107,0.7102912083,9.76,11,0
380,0.9815499407575073,0.7186978303475605,2.76,10,0
817,0.9297812067,0.594042,9.14,8,0
355,0.6331980287036,0.44,1.96,1,0
699,0.98083045,0.621261018,4.58,5,0
402,0.994841027,0.7283087838052,3.39,10,0
368,0.7095,0.44,2.58,2,0
357,0.84,0.56183804755018,5.3,4,0
433,1,0.851054,11.99,11,0
485,0.9867449910800806,0.77,6.97,10,0
390,0.995087,0.8392042,6.66,12,0
626,0.95032657061,0.6249000845321045,7.67,10,0
437,0.767298372037,0.65651374934049,5.95,4,0
365,0.9790380056,0.6635072,12.46,11,0
1401,0.8,0.51,5.14,7,0
653,0.9252130767791702,0.667555150549046,4.01,9,0
586,0.7923032,0.483886723267068,2.77,7,0
1090,0.8,0.6060289504088,2.61,7,0
605,1,0.79314192338027,8.34,10,0
833,0.9165401115831089,0.63926062,3.7,9,0
594,0.995177564018,0.7888437503,6.36,8,0
794,0.9947038,0.817981968097025,3.27,9,0
1622,0.978995084,0.741408291069,5.71,11,0
508,0.98082,0.6570542061,6.3,10,0
573,0.97,0.67,9.33,8,0
645,0.979703063,0.58,9.6,11,0
759,0.9686051,0.8073,7.56,11,0
362,0.94,0.50693096667065,2.3,11,0
529,0.98,0.7303075,9.73,3,0
2052,0.9904651001644009,0.8012682278070905,7.01,11,0
425,0.9946233574215403,0.76,11.1,9,0
380,0.99,0.6645079,5.63,9,0
354,0.99,0.667099960027,4.27,10,0
512,0.99879440068098,0.69,11.84,9,0
1593,0.97526561998011,0.623075,12.33,10,0
419,1,0.8820699013304,8.9,3,0
831,1,0.838622885094,10.54,9,0
377,0.9766563081628051,0.766454533845015,4.09,10,0
1148,0.95033,0.6806449105743066,4.12,3,0
1489,0.9648846775879607,0.72,5.46,10,0
1007,0.91596681598071,0.722057,6.5,9,0
1124,0.99490131078,0.8518224063,5.75,9,0
609,0.97085,0.73,6.1,10,0
644,0.69,0.49,11.82,8,0
626,0.96910094,0.69597895542063,7.48,10,0
528,0.99997508,0.7550609791073,4.11,7,0
495,0.8877014,0.76,5.56,4,0
448,0.5069,0.38582255556058,0.486763088,7,0
581,0.9918780425022703,0.4549215698311037,14.98,4,0
683,0.9727780593092,0.4584104931482031,14.18,4,0
469,1,0.79,10.86,9,0
567,0.9801594159087,0.74,2.6,10,0
667,0.8736498371332031,0.723616087,4.61,9,0
392,0.8077137021893094,0.35883601616074,6.3,8,0
453,0.84734732035,0.66036087029,5.18,7,0
882,0.9931467835036,0.83,6.28,9,0
847,0.9838595646598015,0.75,8.11,9,0
383,1,0.8247042244014,11.71,3,0
933,0.916086,0.52944806072,8.1,7,0
1016,0.98509358043,0.6696846077,10.11,7,0
791,0.94,0.72640078,9.64,9,0
493,0.992014,0.77208571494085,9.93,4,0
537,0.995040284025,0.807704424822042,7.9,4,0
1131,0.948618688017,0.57693203077,9.34,7,0
381,0.9999659121898009,0.8668227011647098,12.23,3,0
852,0.99,0.76,12.17,8,0
382,0.99,0.705099,4.26,6,0
653,0.98733087,0.81,4.62,7,0
499,0.9881801233114909,0.7683527595011903,3.8,7,0
533,0.97797257209026,0.737016,7.27,8,0
762,0.9906387050462045,0.7902498162028,3.33,7,0
960,0.98717710083,0.6768096,9.72,3,0
448,0.7864077503586501,0.49281105,1.37,3,0
347,0.85,0.48,2.53,3,0
699,0.788725595718062,0.45049,0.957070052,3,0
744,0.916481918124024,0.4661290027,12.59,3,0
743,0.9906514458823603,0.7255382359776001,8.64,6,0
494,0.89041854116082,0.632627012405053,7.67,2,0
460,0.816022397033,0.5347574098934054,5.27,2,0
574,0.78,0.44270097720112406,1.56,3,0
401,0.686047581081,0.4474123769975061,5.44,2,0
623,0.98806172177024,0.74,7.27,3,0
664,0.87646408,0.600201975032,7.16,5,0
365,0.956653096,0.8013508330056046,6.65,8,0
633,0.92,0.79233279188063,3.85,3,0
344,0.9839681062,0.65,4.46,7,0
483,0.9521052,0.67,12.1,3,0
620,0.99,0.751917854017,10.55,8,0
355,0.89096896057,0.7470415326099,12.16,3,0
378,0.992473052,0.80805001,9.8,8,0
779,0.97,0.7046,7.71,8,0
401,0.91,0.7550081126707088,3.71,2,0
456,0.983315911933039,0.67,7.54,7,0
405,0.99,0.79661221,7.09,4,0
766,0.99564028,0.68,3.37,6,0
387,0.9605664893064,0.73071,4.01,7,0
466,0.95,0.7624109119804707,6.63,4,0
751,0.99436346339028,0.601371794829067,2.86,7,0
386,0.96,0.63,6.87,4,0
414,0.9922055,0.8,14.28,7,0
399,0.829579640403,0.67,6.34,3,0
513,0.989099,0.63,3.72,3,0
1539,0.9784024,0.674044678370034,10.19,7,0
879,0.97923247146034,0.7933094,12.73,5,0
520,0.7029,0.52,1.87,2,0
631,0.9931644036,0.72022030051,12.65,6,0
344,0.99036556052,0.57,11.15,7,0
438,0.9193916096,0.68,5.99,1,0
413,0.724842909,0.3595712795309045,15.09,5,0
752,0.991345009996407,0.78,8.73,6,0
666,0.94228111695097,0.779732389410068,6.29,6,0
427,0.9786058,0.79,7.61,7,0
371,0.95095885616078,0.7822167690045,11.37,3,0
656,0.99767261046,0.9122881978231207,12.13,5,0
493,0.97031,0.6066,15.81,3,0
693,0.95973995021,0.65,16.45,4,0
1190,0.77781013,0.32,2.74,5,0
516,0.969925079,0.7189633950188704,7.65,3,0
2707,0.88,0.775034,3.17,1,0
860,0.965533038,0.69287335247086,9.08,3,0
407,0.765265366362071,0.3691029208056,1.51,2,0
1164,0.935089,0.6280013123806,9.6,3,0
816,0.8672154056,0.63,4.35,3,0
976,0.933138041,0.67244073360092,6.26,5,0
427,0.85,0.5022045,4.59,5,0
443,0.96,0.71017665067,6.73,2,0
542,0.887194890602049,0.6446283174253075,4.25,4,0
791,0.9701028,0.7402973107036,7.22,5,0
391,0.96,0.7700225837367062,9.27,3,0
875,0.98948440073,0.62013,18.09,3,0
529,0.94,0.76,5.29,6,0
818,0.959322843952037,0.684926502083,7.93,6,0
471,0.998772339164708,0.8301887032,9.73,5,0
892,0.9189606,0.6449198811803099,6.74,3,0
673,0.99,0.7425026,10.58,5,0
497,0.95192374302023,0.73,10.98,2,0
347,0.9636654685280049,0.66,4.69,4,0
402,0.98038,0.8436714172230005,7.89,3,0
1169,0.9928837243824308,0.8072,7.14,6,0
409,0.4391069012,0.54018,0.0263870095,0,0
711,0.99183008050026,0.8267214050183203,8.69,6,0
536,0.80820578681019,0.7143092,6.4,5,0
